(0, 1) (0, 1) (0, 0)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(1, 0) (11, -11) (10, -11)
(1, 0) (12, -11) (11, -11)
(1, 0) (13, -11) (12, -11)
(1, 0) (14, -11) (13, -11)
(1, 0) (15, -11) (14, -11)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(0, 0) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(0, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(0, 0) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(0, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(0, 0) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(0, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(0, 0) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(1, 0) (11, -11) (10, -11)
(1, 0) (12, -11) (11, -11)
(1, 0) (13, -11) (12, -11)
(1, 0) (14, -11) (13, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 0) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(0, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, 0) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(0, 0) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 0) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(0, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, 0) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(1, 0) (11, -11) (10, -11)
(1, 0) (12, -11) (11, -11)
(1, 0) (13, -11) (12, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 0) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(0, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, 0) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(0, 0) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 0) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(0, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, 0) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(1, 0) (11, -11) (10, -11)
(1, 0) (12, -11) (11, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 0) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(0, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, 0) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, 0) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 0) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(0, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, 0) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(1, 0) (11, -11) (10, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(0, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, 0) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, 0) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 0) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(0, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, 0) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(1, 0) (10, -11) (9, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(0, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, 0) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, 0) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
(0, 1) (5, 1) (5, 0)
(0, 1) (5, 2) (5, 1)
(0, 1) (5, 3) (5, 2)
(0, 1) (5, 4) (5, 3)
(0, 1) (5, 5) (5, 4)
(0, 1) (5, 6) (5, 5)
(0, 1) (5, 7) (5, 6)
(0, 1) (5, 8) (5, 7)
(0, 0) (5, 8) (5, 7)
(0, 1) (5, 9) (5, 8)
(0, 1) (5, 10) (5, 9)
(0, 1) (5, 11) (5, 10)
(0, 1) (5, 12) (5, 11)
(0, 1) (5, 13) (5, 12)
(-1, 1) (4, 14) (5, 13)
(-1, 0) (3, 14) (4, 14)
(-1, 0) (2, 14) (3, 14)
(-1, 0) (1, 14) (2, 14)
(0, 0) (1, 14) (2, 14)
(-1, 0) (0, 14) (1, 14)
(-1, 0) (-1, 14) (0, 14)
(-1, 0) (-2, 14) (-1, 14)
(-1, 0) (-3, 14) (-2, 14)
(-1, 0) (-4, 14) (-3, 14)
(-1, -1) (-5, 13) (-4, 14)
(0, -1) (-5, 12) (-5, 13)
(0, -1) (-5, 11) (-5, 12)
(0, -1) (-5, 10) (-5, 11)
(0, -1) (-5, 9) (-5, 10)
(0, -1) (-5, 8) (-5, 9)
(0, -1) (-5, 7) (-5, 8)
(0, -1) (-5, 6) (-5, 7)
(0, -1) (-5, 5) (-5, 6)
(0, -1) (-5, 4) (-5, 5)
(0, -1) (-5, 3) (-5, 4)
(0, -1) (-5, 2) (-5, 3)
(0, -1) (-5, 1) (-5, 2)
(0, -1) (-5, 0) (-5, 1)
(0, -1) (-5, -1) (-5, 0)
(0, -1) (-5, -2) (-5, -1)
(0, -1) (-5, -3) (-5, -2)
(0, -1) (-5, -4) (-5, -3)
(0, -1) (-5, -5) (-5, -4)
(0, 0) (-5, -5) (-5, -4)
(0, -1) (-5, -6) (-5, -5)
(0, -1) (-5, -7) (-5, -6)
(0, -1) (-5, -8) (-5, -7)
(0, -1) (-5, -9) (-5, -8)
(0, -1) (-5, -10) (-5, -9)
(1, -1) (-4, -11) (-5, -10)
(1, 0) (-3, -11) (-4, -11)
(1, 0) (-2, -11) (-3, -11)
(1, 0) (-1, -11) (-2, -11)
(1, 0) (0, -11) (-1, -11)
(1, 0) (1, -11) (0, -11)
(1, 0) (2, -11) (1, -11)
(1, 0) (3, -11) (2, -11)
(1, 0) (4, -11) (3, -11)
(1, 0) (5, -11) (4, -11)
(1, 0) (6, -11) (5, -11)
(1, 0) (7, -11) (6, -11)
(1, 0) (8, -11) (7, -11)
(1, 0) (9, -11) (8, -11)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 0) (0, 0) (0, 0)
(0, 1) (0, 1) (0, 0)
(0, 1) (0, 2) (0, 1)
(0, 1) (0, 3) (0, 2)
(0, 1) (0, 4) (0, 3)
(1, 1) (1, 5) (0, 4)
(0, 0) (1, 5) (0, 4)
(1, 0) (2, 5) (1, 5)
(1, 0) (3, 5) (2, 5)
(1, 0) (4, 5) (3, 5)
(1, 0) (5, 5) (4, 5)
(1, 0) (6, 5) (5, 5)
(1, 0) (7, 5) (6, 5)
(1, -1) (8, 4) (7, 5)
(0, 0) (8, 4) (7, 5)
(0, -1) (8, 3) (8, 4)
(0, -1) (8, 2) (8, 3)
(0, 0) (8, 2) (8, 3)
(0, -1) (8, 1) (8, 2)
(0, -1) (8, 0) (8, 1)
(0, -1) (8, -1) (8, 0)
(0, -1) (8, -2) (8, -1)
(-1, -1) (7, -3) (8, -2)
(-1, 0) (6, -3) (7, -3)
(-1, 1) (5, -2) (6, -3)
(0, 1) (5, -1) (5, -2)
(0, 1) (5, 0) (5, -1)
